Process	rawID	newID	Orthogroup_ID	IPR_ID	IPR_desc	Organism...6	ko_evalue	ko_ID	ko_desc	KeggPathway_ID	KeggPathway_desc	BP:GO	BP:desc	BP:catIII	BP:catII	MF:GO	MF:desc	MF:catIII	MF:catII	CC:GO	CC:desc	CC:catIII	CC:catII	hit	hit_desc	Organism...26	uni_evalue	%algCopepod	%algHit	Pfam_ID	Pfam_desc	Pfam_evalue	peptideSignal	TM_occurence	RPKM_Hypox1	RPKM_Hypox2	RPKM_Hypox3	RPKM_Norma1	RPKM_Norma2	RPKM_Norma3	Mean_Metridinidae	Mean_Centropagoidae	Mean_Pancalanidae
Aameta	TRINITY_DN11234_c0_g1_i1	Eucalanus-hyalinus_39034	OG0006221	IPR000836|IPR005904|IPR029057	Phosphoribosyltransferase domain|Hypoxanthine phosphoribosyl transferase|Phosphoribosyltransferase-like	Bilateria|Arthropoda	7.18e-99	ko01000	Enzymes	ko00230|ko00983	Purine_metabolism_(Nucleotide_metabolism)|Drug_metabolism-other_enzymes_(Xenobiotics_biodegradation_and_metabolism)	GO:0006166	purine_ribonucleoside_salvage	cellular_metabolic_process	metabolic_process	GO:0004422	hypoxanthine_phosphoribosyltransferase_activity	transferase_activity	catalytic_activity	-	-	-	-	tr|E9HFQ8|E9HFQ8_DAPPU	Hypoxanthine_phosphoribosyltransferase	Daphnia_pulex	6.0e-77	97	100	PF00156	Phosphoribosyl transferase domain	6.1E-25	N	0	10.8925625036263	10.814108930581	11.7141036922869	1.59269911792665	3.12647392639324	2.39011485928026	1,5	1,4	1,888888889
Aameta	TRINITY_DN16485_c0_g1_i2	Eucalanus-hyalinus_7836	OG0006352	IPR014369|IPR029063	Glycine/Sarcosine N-methyltransferase|S-adenosyl-L-methionine-dependent methyltransferase superfamily	Bilateria|Arthropoda	9.38e-115	ko01000	Enzymes	ko00260	Glycine,_serine_and_threonine_metabolism_(Amino_acid_metabolism)	-	-	-	-	GO:0017174	glycine_N-methyltransferase_activity	transferase_activity	catalytic_activity	-	-	-	-	tr|A0A2L2Y3T6|A0A2L2Y3T6_PARTP	Glycine_N-methyltransferase	Parasteatoda_tepidariorum	1.9e-92	90	98	PF13847	Methyltransferase domain	7.9E-13	N	0	66.6486708651478	110.114032434277	82.4475801550375	2.39458474664122	5.37555793668403	4.30348221592778	1,333333333	1,3	2,388888889
Aameta	TRINITY_DN35644_c0_g1_i1	Eucalanus-hyalinus_13954	OG0006407	IPR015421|IPR015424	Pyridoxal phosphate-dependent transferase, major domain|Pyridoxal phosphate-dependent transferase	Bilateria|Chordata	3.16e-99	ko01000	Enzymes	ko00270|ko00340	Cysteine_and_methionine_metabolism_(Amino_acid_metabolism)|Histidine_metabolism_(Amino_acid_metabolism)	-	-	-	-	GO:0003824	catalytic_activity	catalytic_activity	catalytic_activity	-	-	-	-	tr|A0A553N6Y5|A0A553N6Y5_TIGCA	Aminotransferase_class_V_domain-containing_protein	Tigriopus_californicus	6.5e-103	99	91	PF00266	Aminotransferase class-V	2.9E-26	N	0	4.00868417011628	8.52106104118093	3.52546290479655	1.19400032576283	0.836804281175856	0.624239921492062	2	1,1	2
Aameta	TRINITY_DN8757_c0_g1_i1	Eucalanus-hyalinus_38372	OG0006677	IPR006254|IPR015813|IPR039556|IPR040442	Isocitrate lyase|Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily|ICL/PEPM domain|Pyruvate kinase-like domain superfamily	-	-	-	-	-	-	GO:0019752	carboxylic_acid_metabolic_process	cellular_metabolic_process	metabolic_process	GO:0003824|GO:0004451	catalytic_activity|isocitrate_lyase_activity	catalytic_activity|lyase_activity	catalytic_activity|catalytic_activity	-	-	-	-	tr|A0A3C7W2R5|A0A3C7W2R5_9GAMM	Isocitrate_lyase	Halieaceae_bacterium	5.6e-228	88	95	PF00463|PF00463|PF00463	Isocitrate lyase family|Isocitrate lyase family|Isocitrate lyase family	3.8E-20|2.4E-10|1.9E-11	N	0	134.881815822681	182.568226373798	131.916018489629	13.1916637949879	26.3958027694019	34.5842841336189	3,166666667	0,3	1,888888889
Aameta	TRINITY_DN13010_c0_g1_i1	Eucalanus-hyalinus_1059	OG0006903	IPR005475|IPR011603|IPR029061|IPR042179	Transketolase-like, pyrimidine-binding domain|2-oxoglutarate dehydrogenase E1 component|Thiamin diphosphate-binding fold|Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal domain superfamily	Arthropoda|Insecta	0.0	ko01000|ko03029	Enzymes|Mitochondrial_biogenesis	-	-	GO:0006099	tricarboxylic_acid_cycle	primary_metabolic_process	metabolic_process	GO:0004591|GO:0030976|GO:0016624	oxoglutarate_dehydrogenase_(succinyl-transferring)_activity|thiamine_pyrophosphate_binding|oxidoreductase_activity,_acting_on_the_aldehyde_or_oxo_group_of_donors,_disulfide_as_acceptor	oxidoreductase_activity|small_molecule_binding|oxidoreductase_activity	catalytic_activity|binding|catalytic_activity	-	-	-	-	tr|A0A067QU92|A0A067QU92_ZOONE	Putative_2-oxoglutarate_dehydrogenase_E1_component_DHKTD1-like_protein,_mitochondrial	Zootermopsis_nevadensis	1.6e-293	95	86	PF00676|PF02779|PF16870	Dehydrogenase E1 component|Transketolase, pyrimidine binding domain|2-oxoglutarate dehydrogenase C-terminal	2.6E-42|9.4E-59|1.8E-41	N	0	5.90056457991317	13.792014639272	5.36382642752084	1.99625857096124	1.5861432464492	1.27425027395361	1,833333333	1,5	1,388888889
Aameta	TRINITY_DN38587_c0_g1_i1	Eucalanus-hyalinus_39841	OG0007121	IPR006353|IPR006357|IPR023214|IPR029621|IPR036412	HAD-superfamily hydrolase, subfamily IIA, CECR5|HAD-superfamily hydrolase, subfamily IIA|HAD superfamily||HAD-like superfamily	Arthropoda|Insecta	2.72e-148	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A553NDI2|A0A553NDI2_TIGCA	Haloacid_dehalogenase-like_hydrolase_domain-containing_5	Tigriopus_californicus	1.4e-130	92	94	PF13344	Haloacid dehalogenase-like hydrolase	4.7E-20	N	0	7.05853028548587	16.553424620892	6.05541902096827	1.25785061056299	2.38019356768683	1.31524347095119	1,333333333	1,4	1,833333333
Aameta	TRINITY_DN31134_c0_g1_i1	Eucalanus-hyalinus_41196	OG0009180	IPR017820|IPR029035|IPR029061|IPR045229	Sulphoacetaldehyde acetyltransferase|DHS-like NAD/FAD-binding domain superfamily|Thiamin diphosphate-binding fold|Thiamine pyrophosphate enzyme	-	-	-	-	-	-	GO:0019529	taurine_catabolic_process	cellular_metabolic_process	metabolic_process	GO:0000287|GO:0030976|GO:0050487|GO:0003824	magnesium_ion_binding|thiamine_pyrophosphate_binding|sulfoacetaldehyde_acetyltransferase_activity|catalytic_activity	ion_binding|small_molecule_binding|transferase_activity|catalytic_activity	binding|binding|catalytic_activity|catalytic_activity	GO:0005737	cytoplasm	cytoplasm	cellular_anatomical_entity	tr|A0A553NQC5|A0A553NQC5_TIGCA	sulfoacetaldehyde_acetyltransferase	Tigriopus_californicus	1.8e-248	93	92	PF02776|PF00205|PF02775	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain|Thiamine pyrophosphate enzyme, central domain|Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	2.1E-45|3.6E-38|6.1E-36	N	0	11.06305314814	29.057628291957	12.7219515160139	1.43522886615424	0.538857381546535	0.714626234579774	1,5	1,5	1,055555556
Aameta	TRINITY_DN16000_c0_g1_i1	Eucalanus-hyalinus_20735	OG0009472	IPR004227|IPR012886|IPR013802|IPR022384|IPR036178|IPR037064|IPR037070	Formiminotransferase catalytic domain|Formiminotransferase, N-terminal subdomain|Formiminotransferase, C-terminal subdomain|Formiminotransferase catalytic domain superfamily|Formimidoyltransferase-cyclodeaminase-like superfamily|Formiminotransferase, N-terminal subdomain superfamily|Formiminotransferase, C-terminal subdomain superfamily	Bilateria|Chordata	8.49e-235	ko01000|ko03036|ko04147	Enzymes|Chromosome_and_associated_proteins|Exosome	ko00340|ko00670	Histidine_metabolism_(Amino_acid_metabolism)|One_carbon_pool_by_folate_(Metabolism_of_cofactors_and_vitamins)	GO:0044237	cellular_metabolic_process	cellular_metabolic_process	metabolic_process	GO:0003824|GO:0005542|GO:0016740	catalytic_activity|folic_acid_binding|transferase_activity	catalytic_activity|small_molecule_binding|transferase_activity	catalytic_activity|binding|catalytic_activity	-	-	-	-	tr|A0A2D5NI79|A0A2D5NI79_UNCPL	Formimidoyltransferase-cyclodeaminase	Planctomycetota_bacterium	5.5e-201	99	100	PF02971|PF07837|PF04961	Formiminotransferase domain|Formiminotransferase domain, N-terminal subdomain|Formiminotransferase-cyclodeaminase	3.1E-55|2.9E-71|1.4E-66	N	0	3.9788455299116	13.0758535797246	5.1276831256803	1.51577388234867	0.430668792605165	1.28508259019498	1,5	0,7	1,5
Aameta	TRINITY_DN42886_c0_g1_i1	Eucalanus-hyalinus_4170	OG0010521	IPR004450|IPR036052|IPR037158	Threonine synthase-like|Tryptophan synthase beta chain-like, PALP domain superfamily|Threonine synthase, N-terminal domain superfamily	Primates|Cercopithecoidea	1.62e-167	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A210PV44|A0A210PV44_MIZYE	Threonine_synthase-like_2	Mizuhopecten_yessoensis	1.8e-139	100	99	PF14821|PF00291	Threonine synthase N terminus|Pyridoxal-phosphate dependent enzyme	9.3E-25|9.1E-14	N	0	4.01809790985041	13.079834052656	2.58530446785631	0.773319663042011	0.564556312985081	1.17921486539391	1,333333333	1,3	1,333333333
Aameta	TRINITY_DN19585_c0_g1_i1	Eucalanus-hyalinus_42130	OG0010789	IPR015421|IPR015422|IPR015424	Pyridoxal phosphate-dependent transferase, major domain|Pyridoxal phosphate-dependent transferase, small domain|Pyridoxal phosphate-dependent transferase	-	-	-	-	-	-	-	-	-	-	GO:0003824	catalytic_activity	catalytic_activity	catalytic_activity	-	-	-	-	tr|A0A8J1ZK10|A0A8J1ZK10_9DINO	Aminotransferase_class_V_domain-containing_protein	Amoebophrya_sp.	9.3e-136	92	86	PF00266|PF05721	Aminotransferase class-V|Phytanoyl-CoA dioxygenase (PhyH)	1.2E-33|4.3E-7	N	0	4.39442055446492	7.05123098885376	3.48221077868665	1.22163368182149	1.29552170774754	1.00845319435574	2,5	0	2,166666667
Aameta	TRINITY_DN16287_c0_g2_i1	Eucalanus-hyalinus_37253	OG0011503	IPR039697|IPR042157	Iron-type alcohol dehydrogenase-like|Hydroxyacid-oxoacid transhydrogenase	Arthropoda|Insecta	8.03e-227	ko01000	Enzymes	-	-	-	-	-	-	GO:0004022|GO:0016491|GO:0046872	alcohol_dehydrogenase_(NAD+)_activity|oxidoreductase_activity|metal_ion_binding	oxidoreductase_activity|oxidoreductase_activity|ion_binding	catalytic_activity|catalytic_activity|binding	-	-	-	-	tr|A0A482XN80|A0A482XN80_LAOST	hydroxyacid-oxoacid_transhydrogenase	Laodelphax_striatellus	2.1e-185	100	100	PF00465	Iron-containing alcohol dehydrogenase	6.2E-103	N	0	25.7560659199627	53.6400571292702	28.6580512468577	3.51495673258152	6.3762907349598	4.36214145893962	0,833333333	0,1	1,166666667
Aameta	TRINITY_DN24441_c0_g1_i1	Eucalanus-hyalinus_41751	OG0012046	IPR013342|IPR029017|IPR034620|IPR036849	Mandelate racemase/muconate lactonizing enzyme, C-terminal|Enolase-like, N-terminal|cis-3-Hydroxy-L-proline dehydratase|Enolase-like, C-terminal domain superfamily	-	-	-	-	-	-	-	-	-	-	GO:0016836	hydro-lyase_activity	lyase_activity	catalytic_activity	-	-	-	-	tr|A0A5C5ZAY9|A0A5C5ZAY9_9BACT	4-hydroxyproline_betaine_2-epimerase	Planctomycetes_bacterium	9.3e-128	100	99	PF02746|PF13378	Mandelate racemase / muconate lactonizing enzyme, N-terminal domain|Enolase C-terminal domain-like	4.5E-16|6.0E-40	N	0	4.88083649186616	13.3694606651643	4.42631596823035	1.17832199131449	1.03227032863838	1.12007831074553	1,833333333	1	1
Aameta	TRINITY_DN21826_c0_g1_i2	Eucalanus-hyalinus_36523	OG0012658	IPR004838|IPR015421|IPR015422|IPR015424	Aminotransferases, class-I, pyridoxal-phosphate-binding site|Pyridoxal phosphate-dependent transferase, major domain|Pyridoxal phosphate-dependent transferase, small domain|Pyridoxal phosphate-dependent transferase	Metazoa|Bilateria	2.29e-115	-	-	-	-	GO:0009058	biosynthetic_process	biosynthetic_process	metabolic_process	GO:0003824|GO:0030170	catalytic_activity|pyridoxal_phosphate_binding	catalytic_activity|ion_binding	catalytic_activity|binding	-	-	-	-	tr|A0A2C9JK64|A0A2C9JK64_BIOGL	Aminotransferase_class_I/classII_domain-containing_protein	Biomphalaria_glabrata	4.9e-107	97	97	PF00155	Aminotransferase class I and II	1.5E-43	N	0	15.0680269230286	32.0798479909646	14.3281814149351	2.1787255565236	1.94275849896424	3.30533102468884	1,333333333	0,8	1,166666667
Aameta	TRINITY_DN38287_c0_g1_i1	Eucalanus-hyalinus_13647	OG0015881	IPR000653|IPR015421|IPR015422|IPR015424	DegT/DnrJ/EryC1/StrS aminotransferase|Pyridoxal phosphate-dependent transferase, major domain|Pyridoxal phosphate-dependent transferase, small domain|Pyridoxal phosphate-dependent transferase	-	-	-	-	-	-	-	-	-	-	GO:0003824	catalytic_activity	catalytic_activity	catalytic_activity	-	-	-	-	tr|A0A109W4H0|A0A109W4H0_9BACT	Aminotransferase	Desulfovibrio_fairfieldensis	2.7e-80	96	97	PF01041	DegT/DnrJ/EryC1/StrS aminotransferase family	2.1E-46	N	0	4.78370993344517	12.897196451898	4.00128394671755	1.39634751877904	1.39802496162525	1.43398718361127	1,166666667	0	1,166666667
Nametabo	TRINITY_DN16323_c0_g1_i1	Eucalanus-hyalinus_28688	OG0000855	IPR008380|IPR016695|IPR023214|IPR036412	HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase|Purine 5'-nucleotidase|HAD superfamily|HAD-like superfamily	Arthropoda|Insecta	6.18e-119	ko01000	Enzymes	ko00230|ko00240|ko00760	Purine_metabolism_(Nucleotide_metabolism)|Pyrimidine_metabolism_(Nucleotide_metabolism)|Nicotinate_and_nicotinamide_metabolism_(Metabolism_of_cofactors_and_vitamins)	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A553PDU8|A0A553PDU8_TIGCA	Cytosolic_purine_5'-nucleotidase	Tigriopus_californicus	3.5e-102	94	86	PF05761	5' nucleotidase family	1.4E-127	N	0	27.5864065676309	22.5455182571994	30.5843934719802	1.99731226722933	5.44732773557167	4.77781067815426	8,666666667	3,7	8,222222222
Nametabo	TRINITY_DN13223_c0_g2_i1	Eucalanus-hyalinus_28535	OG0001124	-	-	Mammalia|Carnivora	5.15e-38	ko03021|ko03036|ko03041	Transcription_machinery|Chromosome_and_associated_proteins|Spliceosome	ko03040	Spliceosome_(Transcription)	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A7J7YAI1|A0A7J7YAI1_PIPKU	Deoxynucleoside_triphosphate_triphosphohydrolase_SAMHD1	Pipistrellus_kuhlii	1.2e-34	98	44	-	-	-	N	0	23.8444228819241	14.540751901842	21.9497574671706	3.66750013439799	6.06884452332085	4.01237869846048	5	2,6	8,055555556
Nametabo	TRINITY_DN13223_c0_g1_i1	Eucalanus-hyalinus_28536	OG0001124	IPR003607	HD/PDEase domain	Mammalia|Carnivora	6.31e-50	ko03021|ko03036|ko03041	Transcription_machinery|Chromosome_and_associated_proteins|Spliceosome	ko03040	Spliceosome_(Transcription)	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A2P2I8S2|A0A2P2I8S2_9CRUS	Deoxynucleoside_triphosphate_triphosphohydrolase_SAMHD1_(Fragment)	Hirondellea_gigas	3.9e-46	85	44	PF01966	HD domain	8.8E-12	N	0	13.0458829545084	12.8732834545174	10.1264212094703	1.6786487399293	3.64922237023352	3.00666395666672	5	2,6	8,055555556
Nametabo	TRINITY_DN477_c1_g1_i2	Eucalanus-hyalinus_29763	OG0001362	IPR011268|IPR011270|IPR018099|IPR035994	Purine nucleoside phosphorylase|Purine nucleoside phosphorylase I, inosine/guanosine-specific|Purine phosphorylase, family 2, conserved site|Nucleoside phosphorylase superfamily	Bilateria|Arthropoda	2.34e-121	ko01000	Enzymes	ko00230|ko00240|ko00760	Purine_metabolism_(Nucleotide_metabolism)|Pyrimidine_metabolism_(Nucleotide_metabolism)|Nicotinate_and_nicotinamide_metabolism_(Metabolism_of_cofactors_and_vitamins)	GO:0006139|GO:0009116	nucleobase-containing_compound_metabolic_process|nucleoside_metabolic_process	cellular_metabolic_process|cellular_metabolic_process	metabolic_process|metabolic_process	GO:0004731|GO:0003824|GO:0016763	purine-nucleoside_phosphorylase_activity|catalytic_activity|pentosyltransferase_activity	transferase_activity|catalytic_activity|transferase_activity	catalytic_activity|catalytic_activity|catalytic_activity	-	-	-	-	tr|A0A3R7M3L2|A0A3R7M3L2_PENVA	Purine_nucleoside_phosphorylase_(Fragment)	Penaeus_vannamei	2.7e-96	90	89	PF01048	Phosphorylase superfamily	4.4E-44	N	0	3.33595184202841	14.7173653059965	2.80046851711661	1.16344418839385	0.93060734172702	1.25619893878752	5,333333333	3,4	4,944444444
Nametabo	TRINITY_DN20420_c0_g1_i1	Eucalanus-hyalinus_8767	OG0002025	IPR001805|IPR002173|IPR029056	Adenosine kinase|Carbohydrate/purine kinase, PfkB, conserved site|Ribokinase-like	Metazoa|Bilateria	6.39e-131	ko01000	Enzymes	ko00230	Purine_metabolism_(Nucleotide_metabolism)	GO:0006166	purine_ribonucleoside_salvage	cellular_metabolic_process	metabolic_process	GO:0016773|GO:0004001	phosphotransferase_activity,_alcohol_group_as_acceptor|adenosine_kinase_activity	transferase_activity|transferase_activity	catalytic_activity|catalytic_activity	-	-	-	-	tr|A0A553P1S3|A0A553P1S3_TIGCA	Adenosine_kinase	Tigriopus_californicus	4.8e-110	99	99	PF00294	pfkB family carbohydrate kinase	1.1E-65	N	0	42.6119112259679	89.6408467521813	60.320285684548	3.24965473163189	8.39459822437152	4.60136229658344	3,333333333	3	3,388888889
Nametabo	TRINITY_DN35719_c0_g1_i1	Eucalanus-hyalinus_1344	OG0006265	IPR011059|IPR014311|IPR032466	Metal-dependent hydrolase, composite domain superfamily|Guanine deaminase|Metal-dependent hydrolase	-	-	-	-	-	-	GO:0006147	guanine_catabolic_process	cellular_metabolic_process	metabolic_process	GO:0016810|GO:0008270|GO:0008892|GO:0016787	hydrolase_activity,_acting_on_carbon-nitrogen_(but_not_peptide)_bonds|zinc_ion_binding|guanine_deaminase_activity|hydrolase_activity	hydrolase_activity|ion_binding|hydrolase_activity|hydrolase_activity	catalytic_activity|binding|catalytic_activity|catalytic_activity	-	-	-	-	tr|A0A553PBU5|A0A553PBU5_TIGCA	Amidohydrolase-related_domain-containing_protein	Tigriopus_californicus	5.7e-103	100	100	PF01979	Amidohydrolase family	2.2E-75	N	0	5.61156439861133	13.8244970100663	6.45388441768483	1.75499488296581	0.640610531314677	1.33807282653506	1,5	1,7	1,444444444
Nametabo	TRINITY_DN9485_c0_g1_i1	Eucalanus-hyalinus_20216	OG0007899	IPR001093|IPR005993|IPR013785|IPR015875	IMP dehydrogenase/GMP reductase|GMP reductase|Aldolase-type TIM barrel|IMP dehydrogenase / GMP reductase, conserved site	Arthropoda|Insecta	1.56e-198	ko01000	Enzymes	ko00230	Purine_metabolism_(Nucleotide_metabolism)	GO:0009117	nucleotide_metabolic_process	cellular_metabolic_process	metabolic_process	GO:0003824|GO:0016491|GO:0003920	catalytic_activity|oxidoreductase_activity|GMP_reductase_activity	catalytic_activity|oxidoreductase_activity|oxidoreductase_activity	catalytic_activity|catalytic_activity|catalytic_activity	GO:1902560	GMP_reductase_complex	catalytic_complex	protein-containing_complex	tr|A0A1S6GL75|A0A1S6GL75_9MAXI	GMP_reductase	Pseudodiaptomus_poplesia	1.5e-167	99	99	PF00478	IMP dehydrogenase / GMP reductase domain	2.0E-82	N	0	23.2999216003225	38.6268423865089	19.0730045696365	3.78269050143101	7.06501900249901	5.01939855240556	1,166666667	1,3	1,388888889
Sumetabo	TRINITY_DN34311_c0_g1_i1	Eucalanus-hyalinus_523	OG0000380	IPR001312|IPR043129	Hexokinase|ATPase, nucleotide binding domain	Diptera|Nematocera	2.03e-97	ko01000|ko04131	Enzymes|Membrane_trafficking	ko00010|ko00051|ko00052|ko00500|ko00520|ko00521|ko00524|ko04066|ko04910|ko04911|ko04917|ko04922|ko04973	Glycolysis/Gluconeogenesis_(Carbohydrate_metabolism)|Fructose_and_mannose_metabolism_(Carbohydrate_metabolism)|Galactose_metabolism_(Carbohydrate_metabolism)|Starch_and_sucrose_metabolism_(Carbohydrate_metabolism)|Amino_sugar_and_nucleotide_sugar_metabolism_(Carbohydrate_metabolism)|Streptomycin_biosynthesis_(Biosynthesis_of_other_secondary_metabolites)|Neomycin,_kanamycin_and_gentamicin_biosynthesis_(Biosynthesis_of_other_secondary_metabolites)|HIF-1_signaling_pathway_(Signal_transduction)|Insulin_signaling_pathway_(Endocrine_system)|Insulin_secretion_(Endocrine_system)|Prolactin_signaling_pathway_(Endocrine_system)|Glucagon_signaling_pathway_(Endocrine_system)|Carbohydrate_digestion_and_absorption_(Digestive_system)	GO:0005975|GO:0001678	carbohydrate_metabolic_process|intracellular_glucose_homeostasis	primary_metabolic_process|chemical_homeostasis	metabolic_process|homeostatic_process	GO:0005524|GO:0016773|GO:0004396|GO:0005536	ATP_binding|phosphotransferase_activity,_alcohol_group_as_acceptor|hexokinase_activity|glucose_binding	organic_cyclic_compound_binding|transferase_activity|transferase_activity|carbohydrate_binding	binding|catalytic_activity|catalytic_activity|binding	-	-	-	-	tr|A0A3S5X8T9|A0A3S5X8T9_TIGJA	Phosphotransferase	Tigriopus_japonicus	1.0e-103	99	75	PF03727|PF00349	Hexokinase|Hexokinase	1.8E-37|2.6E-60	N	0	4.95288991889628	14.302481495271	7.35080152898103	1.21801474132039	2.04130004950253	2.28415594537705	13	6,9	9,444444444
Sumetabo	TRINITY_DN31153_c0_g1_i1	Eucalanus-hyalinus_42342	OG0000380	IPR001312|IPR019807|IPR043129	Hexokinase|Hexokinase, binding site|ATPase, nucleotide binding domain	Diptera|Nematocera	2.62e-179	ko01000|ko04131	Enzymes|Membrane_trafficking	ko00010|ko00051|ko00052|ko00500|ko00520|ko00521|ko00524|ko04066|ko04910|ko04911|ko04917|ko04922|ko04973	Glycolysis/Gluconeogenesis_(Carbohydrate_metabolism)|Fructose_and_mannose_metabolism_(Carbohydrate_metabolism)|Galactose_metabolism_(Carbohydrate_metabolism)|Starch_and_sucrose_metabolism_(Carbohydrate_metabolism)|Amino_sugar_and_nucleotide_sugar_metabolism_(Carbohydrate_metabolism)|Streptomycin_biosynthesis_(Biosynthesis_of_other_secondary_metabolites)|Neomycin,_kanamycin_and_gentamicin_biosynthesis_(Biosynthesis_of_other_secondary_metabolites)|HIF-1_signaling_pathway_(Signal_transduction)|Insulin_signaling_pathway_(Endocrine_system)|Insulin_secretion_(Endocrine_system)|Prolactin_signaling_pathway_(Endocrine_system)|Glucagon_signaling_pathway_(Endocrine_system)|Carbohydrate_digestion_and_absorption_(Digestive_system)	GO:0006096|GO:0001678|GO:0005975	glycolytic_process|intracellular_glucose_homeostasis|carbohydrate_metabolic_process	cellular_metabolic_process|chemical_homeostasis|primary_metabolic_process	metabolic_process|homeostatic_process|metabolic_process	GO:0004396|GO:0005524|GO:0005536|GO:0016773	hexokinase_activity|ATP_binding|glucose_binding|phosphotransferase_activity,_alcohol_group_as_acceptor	transferase_activity|organic_cyclic_compound_binding|carbohydrate_binding|transferase_activity	catalytic_activity|binding|binding|catalytic_activity	-	-	-	-	tr|A0A553PPB7|A0A553PPB7_TIGCA	Phosphotransferase	Tigriopus_californicus	6.6e-231	96	97	PF00349|PF03727	Hexokinase|Hexokinase	7.1E-67|2.9E-82	N	0	8.17522237607085	13.0658885488322	7.21515816885093	1.41691994920695	2.58090902924293	2.27369773392765	13	6,9	9,444444444
